route,stops,types
V51 Dlx,"T.NAGAR,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY VIJAYA NAGAR,A.V.CONSTRUCTION,PONNIAMMAN KOIL RD. JN.,MADIPAKKAM RD. JN.,KILKATTALAI,VELLAIKAL,JN.OF.VLY-TBM RD&MVKM-K.K;,S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",ORD
254,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE","EXP,ORD"
M06F,"AIR NAGAR,THIRUVETRIYUR B.S,THIRUVOTRIYUR TEMPLE,THANGAL,N4 POLICE STATION,ROYAPURAM P.S,CLIVE BATTERY,PARRYS,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE",ORD
M119A,"T.NAGAR,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,I.R.T. RD.JN.,SRP TOOLS,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,KARAPAKKAM,SOZHINGANALLUR P.U.OFFICE,KUMARAN NAGAR,NUCLEUS COMPANY,CHEMMANCHERY S.C.B.",ORD
M62A,"RED HILLS,AAYURVEDA ASHRAMAM,KAVANGARAI,SCREW FACTORY,SURAPEDU,KALLIKUPPAM,PUDUR,AMB OT,DUNLOP,AMBATHUR ESTATE",ORD
B70 Dlx,"PATTABIRAM,KAVARAIPALAYAM,AVADI,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,DUNLOP,AMBATHUR ESTATE,LUCAS TVS,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE",ORD
M119B,"GUINDY TVK ESTATE,CONCORDE,ANNA UNIVERSITY,ADAYAR B.S.,ADAYAR DEPOT,LATTICE BRIDGE,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,KARAPAKKAM,SOZHINGANALLUR P.U.OFFICE,KUMARAN NAGAR,NUCLEUS COMPANY,CHEMMANCHERY S.C.B.",ORD
M170T,"ANNA NAGAR WEST,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,I.R.T. RD.JN.,SRP TOOLS,THIRUVANMIYUR",ORD
49 Ext,"THIRUVERKADU,VELAPPANCHAVADI,KUMUNANCHAVADI,AYYAPPAN THANGAL,PORUR,MOGALIVAKKAM RD. JN.,RAMAPURAM,BUTT ROAD,GUINDY R.S,CONCORDE,ENG.COLLEGE,ADAYAR B.S.,ADAYAR DEPOT,THIRUVANMIYUR",ORD
T151 Dlx,"TAMBARAM EAST,CONVENT,MAHALAKSHMI NAGAR,S.I.V.E.T,JN.OF.VLY-TBM RD&MVKM-K.K;,PALLAVAN NAGAR,PERUMBAKKAM LIMIT,SOZHINGANALLUR P.U.OFFICE,KUMARAN NAGAR,CHEMMAN CHERI,NAVALUR,CHURCH,PALAVASTHIC CHEMICALS,HINDUSTAL EGG. COLLEGE,KELAMBAKKAM,SALT OFFICE,KOVALAM",ORD
15B Dlx,"BROADWAY,CENTRAL,DASAPRAKASH,TAYLORS ROAD,AMINIJIKARAI,NADUVANKARAI,ARUMBAKKAM,C.M.B.T.",ORD
D70 Dlx,"AMBATHUR ESTATE,MOGAIPAIR ROAD JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY",ORD
505,"RED HILLS,PAMMADU KULAM RD.JN.,JN.OF RACE COURSE RD,ALAMADHI OLD,DRY CATTLLE FORM,ALAMADHI,AMBEDKAR NAGAR,POOCHIATHIBEDU,GURUVOYAL KARANIBATTAI,MAGARAL KANDIGAI,TAMARAIPAKKAM,ADI DRAVIDAR HOSTEL,VALLIYUR SCHOOL,VADHATTUR JN.,VISHNUVAKKAM,KIZHANOOR,MOOLAKARAI,NAZARATH,EKKADU KANDIGAI,EKKADU CSI HOSPITAL,EKKADU WATER TANK(TEACHER,THIRUVALLUR",EXP
M129C,"PERAMBUR B.S,JAMALAYA,SHIVASHANMUGAPURAM,LADY MCTM SCHOOL/MILLERS,K.M.C,STERLING Rd/METEOROLOGY D,CORPORATION OFFICE/STERLI,VIDYODAYA,BHARATHI NAGAR(PERIYAR PA,T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,PAZAVANTHANGAL ROAD JN.,CHIDAMBARAM STORES,NANGANALLUR",ORD
T51,"TAMBARAM EAST,CONVENT,MAHALAKSHMI NAGAR,S.I.V.E.T,JN.OF.VLY-TBM RD&MVKM-K.K;,PALLAVAN NAGAR,PERUMBAKKAM LIMIT,SOZHINGANALLUR P.U.OFFICE,KARAPAKKAM,MOOTAKARAN CHAVADI,THORAPPAKKAM TEA SHOP,KANDANCHAVADI,LATTICE BRIDGE,THIRUVANMIYUR","NGT,EXP,ORD"
25G,"ANNA SQUARE,V.HOUSE,ROYAPETTA HOSPITAL,GEMINI P.H,VETERINARY HOSPITAL,BHARATHI NAGAR(PERIYAR PA,TRUSTPURAM,VADAPALANI B.S,VIRUGAMBAKKAM,VALASARAVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE","NGT,ORD,EXP"
P19 Ext Dlx,"THIRUVETRIYUR B.S,THIRUVOTRIYUR TEMPLE,TOLLGATE,TONDAIAYRPET,THEAGARAYA COLLEGE,V. NAGAR,CLIVE BATTERY,PARRYS,SECRETARIAT,CHEPAUK,Q.M.ARTS COLLEGE,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR O.T.,ADAYAR DEPOT,THIRUVANMIYUR,KOTTIVAKKAM,PALAVAKKAM,NEELANKARAI,VETTUVANKANNI,CHOLA MANDAL,INJAMBAKKAM,PANAIYUR,UTHANDI VILLAGE,KANATHUR,NATURE CARE HOSPITAL,MUTTUKKADU,MUTTUKKADU BOAT YARD,KOVALAM",ORD
48B,"T.V.K.NAGAR,VEENUS,PERAMBUR R.S,MOOLAKADAI,MADHAVARAM POST BOX,MADHAVARAM,MATHUR RD. JN.,,KOSAPUR RD. JN.,,MANALAI SEEKADU,MANALI RD JN.,JN.,OF PONNERI RD,&ERANOO;,SATHIYAMOORTHY NAGAR,ERNAVOOR GATE,ASHOK LAYLAND,ENNORE",ORD
17M Cut,"BROADWAY,CENTRAL,P.OR & SONS,T.V.S,GEMINI P.H,VETERINARY HOSPITAL,TRUSTPURAM,VADAPALANI B.S",ORD
H70 Dlx,"PATTABIRAM,KAVARAIPALAYAM,AVADI,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,DUNLOP,AMBATHUR ESTATE,LUCAS TVS,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,KUMARAN KUNDRAM,HASTHINAPURAM",ORD
M41F,"KOYMABEDU MARKET,KOYAMBEDU P.S,ARUMBAKKAM,NADUVANKARAI,HOTEL ARUN,NUNGAMBAKKAM R.S,VALLUVARKOTTAM,D.M.S,F.C.I OLD,LUZ,MANDAVELI",ORD
57F,"BROADWAY,PARRYS,CLIVE BATTERY,V. NAGAR,VYASARPADI,SARMA NAGAR,MOOLAKADAI,MADHAVARAM,CYCLE SHOP,KAVANGARAI,AAYURVEDA ASHRAMAM,RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI","EXP,ORD"
162,"MADAHVARAM VILLAGE,MADHAVARAM POST BOX,MOOLAKADAI,MADHAVARAM,BUS BAY-17TH KM,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,C.M.B.T.,NERKUNDRAM,MADURAVOYAL,VAANAGARAM,VELAPPANCHAVADI,KUMUNANCHAVADI,POONAMALLEE",EXP
M41C,"THIRUVANMIYUR,ADAYAR DEPOT,ADAYAR O.T.,A.M.S.HOSPITAL,DEVANATHAN ST / MANDAVELI,LUZ,F.C.I OLD,D.M.S,STERLING RD./METROLOG. DE,TAYLORS ROAD,AMINIJIKARAI,ANNA NAGAR CIRCLE,THIRUMANGALAM,ANNA NAGAR WEST",ORD
599 AC,"T.NAGAR,SAIDAPET,ENG.COLLEGE,ADAYAR B.S.,ADAYAR DEPOT,THIRUVANMIYUR,KOTTIVAKKAM,PALAVAKKAM,NEELANKARAI,VETTUVANKANNI,CHOLA MANDAL,INJAMBAKKAM,PANAIYUR,UTHANDI VILLAGE,KANATHUR,NATURE CARE HOSPITAL,MUTTUKKADU,MUTTUKKADU BOAT YARD,KOVALAM,CHEMMANCHERI KUPPAM,THIRUVEDANTHAI,VADANEMILI,PERIYAL NEMBILI VILLAGE,SULERIKADU,KRISHNA KARANAI,PATTIKULAM COLONY,ILLANTHOPE,SALAVANKUPPAM/DEVANORI,SCULPTURE ARTS COLLEGE,MAMALLAPURAM",AC
M46C,"C.M.B.T.,ARUMBAKKAM,NADUVANKARAI,ANNA NAGAR,KAMABAR ARANGAM,SAYANI/AYNAVARAM,JAMALAYA,PERAMBUR R.S,MOOLAKADAI,KODUNGAIYUR O.T.,JN.OF MANALI RD.CHINNA KO,KODUNGAIYUR(PARVATHI NAGA",ORD
M15 Ext Dlx,"MYLAPORE,DEVANATHAN ST / MANDAVELI,A.M.S.HOSPITAL,ADAYAR O.T.,ADAYAR DEPOT,LATTICE BRIDGE,I.R.T. RD.JN.,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,Q.M ARTS (MEN),S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",ORD
M46G,"M.K.B.NAGAR EAST,VYASARPADI,PERAMBUR R.S,JAMALAYA,SAYANI/AYNAVARAM,KAMABAR ARANGAM,ANNA NAGAR,NADUVANKARAI,ARUMBAKKAM,C.M.B.T.",ORD
33,"BROADWAY,UNIVERCITY CLUB,V. NAGAR,VYASARPADI,MAHAKAVI BHARATHI NAGAR",ORD
G70,"VADAPALANI B.S,Jn.OF P.T.R Rd/KAMARAJ Rd,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUDUVANCHERY",EXP
A21,"TAMBARAM,T.B.SANATORIUM,CHROMPET,PALLAVARAM NEW BRIDGE,VELS UNIVERSITY,D.J.MAT.SCHOOL,ECHANKADU,SUNNAMBU KOLATHUR,KAMATCHI HOSPITAL,230 K.V.TOWER,THORAPAKKAM CHECKPOST,THORAPPAKKAM TEA SHOP,KANDANCHAVADI,SRP TOOLS,THIRUVANMIYUR",EXP
54T Cut,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM / MARI AMMN,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,CHEMBARAMBAKKAM",EXP
M61C,"AVADI,KOILPATHAGAI RD.JN.,H.V.F.MAIN GATE,VEERAPURAM RD JN.,AIRFORCE STATION,MUTHAPUDUPET",ORD
M170CE,"MANALI,MANALAI SEEKADU,MADHAVARAM MILLK COLONY,MADHAVARAM POST BOX,MOOLAKADAI,T.V.K.NAGAR,S.R.P. COLONY,KOLATHUR/NEHRU RD JN,MALLIGAI NAGAR AVE,WATER PIPE THANTHANKUPPAM,WEELS INDIA RD.JN.,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE",ORD
01B AC,"THIRUVETRIYUR B.S,THIRUVOTRIYUR TEMPLE,THANGAL,ANNA NAGAR,ROYAPURAM P.S,CLIVE BATTERY,PARRYS,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM",AC
266 Dlx,"AVADI,AVADI MOSQUE,GOVARDANAGIRI,MELPAKKAM,SENNEERKUPPAM,KARAYANCAHVADI,KUMUNANCHAVADI,MANGADU,SIKKARAYAPURAM,KOLLAICHERI,KUNDRATHUR B.S,ANDAKUPPAM,ANAKAPUTHUR,PAMMAL,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM",ORD
34,"AMBATHUR ESTATE,MOGAIPAIR ROAD JN.,THIRUMANGALAM,ANNA NAGAR CIRCLE,KILPAUK GARDEN,KELLEYS,CHOOLAI P.O,REGAL,V. NAGAR,THEAGARAYA COLLEGE,TONDAIAYRPET,THANGAL,THRUVOTRIYUR TEMPLE,THIRUVETRIYUR B.S",EXP
05A Dlx,"T.NAGAR,SAIDAPET,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,JN.OF.VLY-TBM RD&MVKM-K.K;,S.I.V.E.T,MAHALAKSHMI NAGAR,CONVENT,TAMBARAM EAST",ORD
L51,"C.M.B.T.,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY R.S,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VIJAYA NAGAR,MADIPAKKAM RD. JN.,NARAYANAPURAM,MEDAVAKKAM COLONY,VEERABADRA NAGAR,JN.OF MAMBAKKAM & O.BAKKA,CHITHALAPAKKAM,ARASANKAZHANI,OTTIAMBAKKAM",EXP
21P,"VELACHERY,A.V.CONSTRUCTION,PONNIAMMAN KOIL RD. JN.,MADIPAKKAM KOOT ROAD,KILKATTALAI,ECHANKADU,D.J.MAT.SCHOOL,VELS UNIVERSITY,PALLAVARAM NEW BRIDGE,CHROMPET,T.B.SANATORIUM,TAMBARAM",EXP
70W,"MOGAPAIR WEST,GOLDEN FLAT,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY RD.JN.,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,GUINDY TVK ESTATE,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY,VELACHERY R.S.",EXP
500 Dlx,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM,IRUMBULIYUR,PERUNGULATHUR,VANDALOOR,VANDALOOR ZOO,OORAPAKKAM SCHOOL,PALAKKA COMPANY,GUINDY RACE COURCE OFFICE,THAILAPURAM,MARAIMALAI NAGAR,FORD,MALROSAPURAM,S.P.KOIL,MAHENDRA CITY(CHETTY PUNN,PULIPAKKAM,CHENGLEPET O.T.,CHENGLEPET N.T.",ORD
501 Dlx,"VADAPALANI B.S,VIRUGAMBAKKAM,VALASARAVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU,NEMAM,PUTHUCHATHIRAM,METTUKANDIGAI,MURUKKANCHERI,ARANVOYAL KUPPAM,ARANVOYAL,VENKATHUR,MANAVALAN NAGAR,OIL MILL,THIRUVALLUR,TOLLGATE(SATHIAVEDU KOOT,AMBEDKAR NAGAR,PULLARAMBAKKAM,SADURANGAPETTAI,POONDI KOOT ROAD (NEYVELI,POONDI",ORD
502 Dlx,"HIGH COURT,CENTRAL,P.OR & SONS,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,NAZARATHPET,CHEMBARAMBAKKAM,PAPPANCHATRAM,CHETTIPEDU,THANDALAM KOOT ROAD,SIPCOT,IRUNKATTUKOTTAI,PENNALUR E.B.,BEEMANTHANGAL,SRIPERUMPUDUR",ORD
MN45B,"ANNA SQUARE,TRIPLICANE O.T (CORPN. SC,V.HOUSE,V.M.STREET,LUZ,F.C.I OLD,S.H.B,SAIDAPET,CONCORDE,GUINDY TVK ESTATE,ST THOMAS MOUNT PO,JN.OF.PALAVANTHANGAL &GST;,CHIDAMBARAM STORES,NANGANALLUR",ORD
M56G,"C.M.B.T.,ARUMBAKKAM,NADUVANKARAI,AMINIJIKARAI,TAYLORS ROAD,DASAPRAKASH,CENTRAL,PARRYS,CLIVE BATTERY,ROYAPURAM P.S,TONDAIAYRPET,THANGAL,ODEON MANI",ORD
21G Dlx,"HIGH COURT,SECRETARIAT,CHEPAUK,Q.M.C,Y.M.I.A,DEVANATHAN ST / MANDAVELI,ADYAR GATE,KOTTURPURAM,ENG.COLLEGE,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,T.B.SANATORIUM,TAMBARAM",ORD
21L Dlx,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,JN.OF RACE COURSE RD,GURUNANAK COLLEGE,VELACHERY VIJAYA NAGAR",ORD
M142,"PERAMBUR B.S,VEENUS,S.R.P. COLONY,KOLATHUR,VINAYAGAPURAM",ORD
21H Dlx,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR O.T.,INDIRA NAGAR WATER TANK,LATTICE BRIDGE RD. JN.,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,MOOTAKARAN CHAVADI,KARAPAKKAM,SOZHINGANALLUR P.U.OFFICE,KUMARAN NAGAR,CHEMMAN CHERI,NAVALUR,CHURCH,PALAVASTHIC CHEMICALS,HINDUSTAL EGG. COLLEGE,KELAMBAKKAM",ORD
07S,"THIRUVANMIYUR,LATTICE BRIDGE RD. JN.,I.R.T. RD.JN.,VIJAYA NAGAR,GURUNANAK COLLEGE,JN.OF RACE COURSE RD,CONCORDE,SAIDAPET,SRINIVASA THEATER,SAIDAPET WEST",ORD
G54,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY TVK ESTATE,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,AYYAPPAN THANGAL,KUMUNANCHAVADI,POONAMALLEE,VARADARAJA PURAM,THIRUMALISAI,VELLAVEDU",ORD
505A,"THIRUVALLUR,EKKADU WATER TANK(TEACHER,EKKADU CSI HOSPITAL,EKKADU KANDIGAI,NAZARATHPET,MOOLAKARAI,KIZHANOOR,VISHNUVAKKAM,VADHATTUR JN.,VALLIYUR SCHOOL,ADI DRAVIDAR HOSTEL,TAMARAIPAKKAM,POGALMEDU,VENGAL,ERNAKUPPMA,VADAMADURAI,VADAMADURAI KANDIGAI,PERIYAPALAYAM,PERIYAPALAYAM TEMPLE",EXP
17D Dlx,"BROADWAY,CENTRAL,EGMORE,MATERNITY HOSPITAL,D.P.I,STERLING ROAD,VETERINARY HOSPITAL,TRUSTPURAM,PUDUR HIGH SCHOOL,Jn.OF P.T.R Rd/KAMARAJ Rd,MUTHUMARIAMMAN KOIL,KALAIGNAR NAGAR",ORD
07F,"BROADWAY,CENTRAL,DOVETON,KELLEYS,KILPAUK GARDEN,ANNA NAGAR CIRCLE,THIRUMANGALAM,ANNA NAGAR WEST","EXP,ORD"
T21,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR O.T.,INDIRA NAGAR,LATTICE BRIDGE,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,THORAPPAKKAM P.T.C COLONY,KANNAGI NAGAR S.C.BOARD","EXP,ORD"
47A,"BESANT NAGAR,ADAYAR DEPOT,ADAYAR B.S.,ENG.COLLEGE,CONCORDE,SAIDAPET,T.NAGAR,PONDY BAZAAR,VIDYODAYA,STERLING ROAD,TAYLORS ROAD,KILPAUK GARDEN,I.C.F",ORD
07B,"BROADWAY,CENTRAL,DOVETON,DASAMAHAN,SAYANI/AYNAVARAM,KAMABAR ARANGAM,NATHAMUNI TALKIES,LUCAS TVS,KORATTUR",ORD
07M,"BROADWAY,CENTRAL,DOVETON,KELLEYS,KILPAUK GARDEN,ANNA NAGAR CIRCLE,THIRUMANGALAM,GOLDEN FLAT,MOGAPAIR WEST",ORD
07K,"T.NAGAR,SAIDAPET,CONCORDE,GUINDY RACE COURCE OFFICE,GURUNANAK COLLEGE,VELACHERY,I.R.T. RD.JN.,TARAMANI",ORD
07H,"BROADWAY,CENTRAL,DOVETON,KELLEYS,KILPAUK GARDEN,ANNA NAGAR CIRCLE,THIRUMANGALAM,FIRE STATION,MOGAPAIR EAST","EXP,ORD"
558D Dlx,"RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI,PERIYAPALAYAM RD JN.,PANJETTI,THATCHUR KOOT ROAD,ANDAKUPPAM,MADHAVARAM,KRISHNAPURAM,PONNERI,CHINNAKUVANAM,UPPALAYAM,KAVALPATHY,MEDHUR,KANCHIVOYAL,THIRUPALAIVANAM,KATTUR CROSS ROAD,PERLIYAMBAKKAM,POLLACHIAMMANKULAM,PAKKAM,AVURIVAKKAM",ORD
C51 Dlx,"TAMBARAM EAST,CONVENT,MAHALAKSHMI NAGAR,S.I.V.E.T,Q.M ARTS (MEN),PALLAVAN NAGAR,PERUMBAKKAM LIMIT,SOZHINGANALLUR P.U.OFFICE,WATER SUPPLY HEAD WORK,INJAMBAKKAM,CHOLA MANDAL,VETTUVANKANNI,NEELANKARAI,PALAVAKKAM,KOTTIVAKKAM,THIRUVANMIYUR,ADAYAR DEPOT,ADAYAR B.S.",ORD
48,"V. NAGAR,P1.POLICE STATION,DASAMAHAN,SAYANI/AYNAVARAM,KAMABAR ARANGAM,VILLIVAKKAM",ORD
558B Dlx,"MOOLAKADAI,MADHAVARAM,CYCLE SHOP,KAVANGARAI,AAYURVEDA ASHRAMAM,RED HILLS,PADIYANALLUR,SEMILIVARAM,SHOLAVARAM,KARANODAI,PERIYAPALAYAM RD JN.,PANJETTI,THATCHUR KOOT ROAD,ANDAKUPPAM,MADHAVARAM,KRISHNAPURAM,PONNERI,CHINNAKUVANAM,UPPALAYAM,KAVALPATHY,MEDHUR,KANCHIVOYAL,THIRUPALAIVANAM,KATTUR CROSS ROAD,PERLIYAMBAKKAM,POLLACHIAMMANKULAM,PULICUT PANCHAYAT LIMIT,PAZHAVERKADU",ORD
70B Ext,"AVADI,POLYTECHNIC,THIRUMULLAIVOAYL,AMB OT,DUNLOP,AMBATHUR ESTATE,GOLDEN FLAT,THIRUMANGALAM,KOYAMBEDU SCHOOL,M.M.D.A.COLONY,JN OF III AND 1ST AVE,JAFFARKHAN PET,CIPET,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET,CHROMEPET LAKSHMIPURAM",EXP
G21 Dlx,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,Y.M.I.A,MANDAVELI,ADYAR GATE,KOTTURPURAM,ENG.COLLEGE,CONCORDE,GUINDY R.S,ST THOMAS MOUNT PO,MENAMABAKKAM OLD AIRPORT,THIRUSOOLAM NATIONAL AIRP,PALLAVARAM,CHROMPET",ORD
27B AC,"C.M.B.T.,ARUMBAKKAM,NADUVANKARAI,AMINIJIKARAI,TAYLORS ROAD,TB HOSPITAL,EGMORE,PERIYAR BRIDGE,TRIPLICANE O.T (CORPN. SC,ANNA SQUARE",AC
S21,"BROADWAY,SECRETARIAT,CHEPAUK,Q.M.C,FORE SHORE ESTATE,A.M.S.HOSPITAL,ADAYAR O.T.,ADAYAR DEPOT,SRP TOOLS,KANDANCHAVADI,THORAPPAKKAM TEA SHOP,OKKIYAM THORAIPAKKAM SEC.",ORD
P56D Dlx,"BROADWAY,PARRYS,CLIVE BATTERY,ROYAPURAM P.S,TONDAIAYRPET,THANGAL,ELLAIAMMAN KOIL,T.V.T RLY GATE,MANALI RD JN.,MANALI",ORD
M47D Ext,"T.NAGAR,KRISHNAN TEMPLE/PONDY BAZ,VIDYODAYA,STERLING ROAD,TAYLORS ROAD,AMINIJIKARAI,BRINDAVAN COLONY,ICF ANNEXE,NATHAMUNI TALKIES,LUCAS TVS,KORATTUR",ORD
28 Dlx,"THIRUVETRIYUR B.S,THIRUVOTRIYUR TEMPLE,THANGAL,TONDAIAYRPET,THEAGARAYA COLLEGE,V. NAGAR,REGAL,CENTRAL,PERIYAR BRIDGE,EGMORE,EGMORE NORTH R.S.",ORD
44,"BROADWAY,PARRYS,CLIVE BATTERY,V. NAGAR,MAHARANI,TONDAIAYRPET,THANGAL,ELLAIAMMAN KOIL,T.V.T RLY GATE,MANALI RD JN.,MANALI",ORD
88C Cut,"HIGH COURT,CENTRAL,PERIYAR BRIDGE,T.V.S,D.M.S,S.H.B,SAIDAPET,CONCORDE,GUINDY R.S,BUTT ROAD,RAMAPURAM,MOGALIVAKKAM,PORUR,MOULIVAKKAM,PERIYAPANICHERI,THANDALAM RD JN.,THANDALAM VILLAGE","ORD,ORD"
27B Cut Dlx,"M.M.D.A.COLONY,JN. OF R.GARDEN & PEVR H.,AMINIJIKARAI,TAYLORS ROAD,T.B.INSTITUTE,EGMORE,PERIYAR BRIDGE,TRIPLICANE,ANNA SQUARE",ORD
M64P,"PERAMBUR B.S,MOOLAKADAI,MADHAVARAM POST BOX,MADHAVARAM MILLK COLONY,MANALAI SEEKADU,MANALI RD JN.,JN.,OF PONNERI RD,&ERANOO;,ANDAKUPPAM,ECHANKUZHI,NAPALAYAM,KONDAKKARAI,PATTAMANDIRI,MINJUR B.D.O,MINJUR NEW TERMINUS",ORD
551A,"TAMBARAM EAST,CONVENT,MAHALAKSHMI NAGAR,S.I.V.E.T,NANMABGALAM RD. JN.,VEERABADRA NAGAR,ALAPAKKAM KOOT ROAD,KANNI KOIL,MADURAPAKKAM,PONMAR,MAMBAKKAM TEMPLE,MAMBAKKAM ROCE MILL,CAMP,PUDUPAKKAM,SAMIYAR PANNAI,KELAMBAKKAM",EXP
42,"BROADWAY,CENTRAL,CHOOLAI MILL,P1.POLICE STATION,GANESH PURAM,PERAMBUR R.S,VEENUS,AGARAM,PERIYAR NAGAR",ORD
